sentence	sentence_tagged	regulator	regulated	span_regulator_regulated	label
These data clearly indicate that the hcp promoter is activated by FNR and repressed by NsrR .	These data clearly indicate that the @Regulated$ promoter is activated by FNR and repressed by @TF$ .	NsrR	hcp	[[87, 91], [37, 40]]	repressor
The finding of only one MetR binding site suggests that the binding of MetR to this region may be responsible for both the activation of expression of metE as well as the autoregulation of metR ( 20 , 36 ) .	The finding of only one MetR binding site suggests that the binding of @TF$ to this region may be responsible for both the activation of expression of metE as well as the autoregulation of @Regulated$ ( 20 , 36 ) .	MetR	metR	[[71, 75], [189, 193]]	regulator
Concluding remarks The hcp gene has been shown to be regulated by FNR , NarL and NarP proteins .	Concluding remarks The @Regulated$ gene has been shown to be regulated by @TF$ , NarL and NarP proteins .	FNR	hcp	[[66, 69], [23, 26]]	regulator
However , this idea was contradicted when a single mutation at position 16 ( C to G ) of RE 2 , which has been shown to establish direct contacts with the second of two HTH motifs of MarA ( Rhee et al . , 1998 ; Dangi et al . , 2001 ) , eliminated MarA - mediated activation of the nfnB gene .	However , this idea was contradicted when a single mutation at position 16 ( C to G ) of RE 2 , which has been shown to establish direct contacts with the second of two HTH motifs of MarA ( Rhee et al . , 1998 ; Dangi et al . , 2001 ) , eliminated @TF$ - mediated activation of the @Regulated$ gene .	MarA	nfnB	[[248, 252], [282, 286]]	activator
NanR and NagC activate fimB expression by binding to operator sequences ( O NR and O NC1 respectively ; Fig . 1 ) situated further upstream of the regulated promoter than is usual in bacteria .	@TF$ and NagC activate @Regulated$ expression by binding to operator sequences ( O NR and O NC1 respectively ; Fig . 1 ) situated further upstream of the regulated promoter than is usual in bacteria .	NanR	fimB	[[0, 4], [23, 27]]	activator
In addition , the PQ - or SoxSresponsive genes gatABD , gltA , nfnB , and ybjC were recently shown to be activated by constitutive expression of MarA ( 5 ) .	In addition , the PQ - or SoxSresponsive genes gatABD , @Regulated$ , nfnB , and ybjC were recently shown to be activated by constitutive expression of @TF$ ( 5 ) .	MarA	gltA	[[145, 149], [56, 60]]	activator
Despite overlapping regulation by SoxS , MarA , and Rob , the three systems exhibit differential control in terms of both the strength of their effects on individual genes and activation of some promoters uniquely ( e . g . , zwf by SoxS or MarA but not by Rob ) .	Despite overlapping regulation by @TF$ , MarA , and Rob , the three systems exhibit differential control in terms of both the strength of their effects on individual genes and activation of some promoters uniquely ( e . g . , @Regulated$ by SoxS or MarA but not by Rob ) .	SoxS	zwf	[[34, 38], [226, 229]]	no_relation
We found that Rob ( i ) activates the transcription of zwf , fpr , fumC , micF , nfo , and sodA , ( ii ) requires a 21 - bp soxbox - marbox - robbox sequence to activate zwf transcription , ( iii ) protects the soxbox / marbox / robbox from attack by DNase I , ( iv ) is ambidextrous , i . e . , requires the C - terminal domain of the a subunit of RNA polymerase for activation of zwf but not fumC or micF , ( v ) bends zwf and fumC DNA , and ( vi ) binds zwf and fumC DNA as a monomer .	We found that @TF$ ( i ) activates the transcription of zwf , fpr , fumC , micF , nfo , and @Regulated$ , ( ii ) requires a 21 - bp soxbox - marbox - robbox sequence to activate zwf transcription , ( iii ) protects the soxbox / marbox / robbox from attack by DNase I , ( iv ) is ambidextrous , i . e . , requires the C - terminal domain of the a subunit of RNA polymerase for activation of zwf but not fumC or micF , ( v ) bends zwf and fumC DNA , and ( vi ) binds zwf and fumC DNA as a monomer .	Rob	sodA	[[14, 17], [91, 95]]	activator
Also , DnaA protein functions as a transcriptional repressor for the expression of other genes including rpoH ( 18 ) , mioC ( 19 ) , the guaBA operon ( 20 ) , and uvrB ( 21 ) , while the expression of the nrd gene appeared to be enhanced by DnaA protein ( 22 ) .	Also , DnaA protein functions as a transcriptional repressor for the expression of other genes including rpoH ( 18 ) , @Regulated$ ( 19 ) , the guaBA operon ( 20 ) , and uvrB ( 21 ) , while the expression of the nrd gene appeared to be enhanced by @TF$ protein ( 22 ) .	DnaA	mioC	[[241, 245], [119, 123]]	no_relation
This result implies that the binding of two dimers of IciA protein to the IciA I site is required for the activation of RNA polymerase binding to the dnaA promoter 1P .	This result implies that the binding of two dimers of IciA protein to the @TF$ I site is required for the activation of RNA polymerase binding to the @Regulated$ promoter 1P .	IciA	dnaA	[[74, 78], [150, 154]]	activator
In vitro studies of MelR binding at the melR promoter Our results show that MelR - dependent repression of the melR promoter is contingent on MelR binding to site R and is somehow modulated by MelR binding to upstream sites 2 , 1 and 1 0 .	In vitro studies of MelR binding at the @Regulated$ promoter Our results show that MelR - dependent repression of the melR promoter is contingent on @TF$ binding to site R and is somehow modulated by MelR binding to upstream sites 2 , 1 and 1 0 .	MelR	melR	[[142, 146], [40, 44]]	no_relation
Of the remaining seven SoxS - activated genes , five ( nfo , rimK , tolC , fldB , and mdaA ) were activated with values below threshold while one ( ribA ) appeared slightly repressed .	Of the remaining seven @TF$ - activated genes , five ( nfo , rimK , @Regulated$ , fldB , and mdaA ) were activated with values below threshold while one ( ribA ) appeared slightly repressed .	SoxS	tolC	[[23, 27], [68, 72]]	activator
For the nirBDC and nrfABCDEFG operons , Fnr protein , bound near position 41.5 , activates transcription maximally only when phospho - NarL or - NarP protein is bound further upstream to block inhibition by other proteins ( 2 , 8 , 59 ) .	For the @Regulated$ and nrfABCDEFG operons , Fnr protein , bound near position 41.5 , activates transcription maximally only when phospho - NarL or - @TF$ protein is bound further upstream to block inhibition by other proteins ( 2 , 8 , 59 ) .	NarP	nirBDC	[[145, 149], [8, 14]]	activator
There is no obvious effect of the CAP + 6 mutation on nagE expression but this is presumably due to two opposing effects which are of similar magnitude : an 10 - to 15 - fold increase in nagE expression due to loss of repressor binding ( equivalent to that seen for the nagB fusion ) and a 10 - to 15 - fold decrease in nagE expression due to a lack of cAMP / CAP activation ( 5 ; see also below ) .	There is no obvious effect of the @TF$ + 6 mutation on nagE expression but this is presumably due to two opposing effects which are of similar magnitude : an 10 - to 15 - fold increase in nagE expression due to loss of repressor binding ( equivalent to that seen for the nagB fusion ) and a 10 - to 15 - fold decrease in @Regulated$ expression due to a lack of cAMP / CAP activation ( 5 ; see also below ) .	CAP	nagE	[[34, 37], [320, 324]]	no_relation
In summary , these results demonstrate that gntT is positively regulated by CRP .	In summary , these results demonstrate that @Regulated$ is positively regulated by @TF$ .	CRP	gntT	[[76, 79], [44, 48]]	activator
Despite the fact that the residual activity of the CAP pc proteins at the two promoters is different in the induced and uninduced conditions , there is a clear qualitative difference in the response of nagE and nagB to the mutant CAPs : 50  100 % activation at nagB and maximally 20 % activation at nagE .	Despite the fact that the residual activity of the @TF$ pc proteins at the two promoters is different in the induced and uninduced conditions , there is a clear qualitative difference in the response of @Regulated$ and nagB to the mutant CAPs : 50  100 % activation at nagB and maximally 20 % activation at nagE .	CAP	nagE	[[51, 54], [202, 206]]	no_relation
Some of these operons are regulated by the NarL protein alone , such as the narG and frdA operons , whereas expression of the nirB ( encoding NADH - dependent nitrite reductase ) , nrfA and fdnG operons is controlled by both the NarL and NarP proteins .	Some of these operons are regulated by the NarL protein alone , such as the narG and frdA operons , whereas expression of the nirB ( encoding NADH - dependent nitrite reductase ) , nrfA and @Regulated$ operons is controlled by both the NarL and @TF$ proteins .	NarP	fdnG	[[238, 242], [190, 194]]	regulator
As earlier , with ArgP alone added , all radioactivity was shifted to a sharp band of retarded mobility , indicative of formation of a binary complex that ArgP - mediated regulation of E . coli argO Figure 2 .	As earlier , with @TF$ alone added , all radioactivity was shifted to a sharp band of retarded mobility , indicative of formation of a binary complex that ArgP - mediated regulation of E . coli @Regulated$ Figure 2 .	ArgP	argO	[[18, 22], [194, 198]]	no_relation
The ybjC gene was also activated by expression of SoxS in our experiments ( Table 1 ) .	The @Regulated$ gene was also activated by expression of @TF$ in our experiments ( Table 1 ) .	SoxS	ybjC	[[50, 54], [4, 8]]	activator
Expression of the operon , consisting of marR , marA , and marB , is normally repressed by MarR but can be induced by diverse compounds such as tetracycline , chloramphenicol , menadione , and salicylates ( 6 , 16 , 28 ) .	Expression of the operon , consisting of marR , marA , and @Regulated$ , is normally repressed by @TF$ but can be induced by diverse compounds such as tetracycline , chloramphenicol , menadione , and salicylates ( 6 , 16 , 28 ) .	MarR	marB	[[91, 95], [59, 63]]	repressor
Discussion We showed in earlier work that fimB expression , and hence the OFF - to - ON phase switching of type 1 fimbriation , is activated by NanR and NagC and hence repressed Fig . 9 .	Discussion We showed in earlier work that @Regulated$ expression , and hence the OFF - to - ON phase switching of type 1 fimbriation , is activated by @TF$ and NagC and hence repressed Fig . 9 .	NanR	fimB	[[144, 148], [42, 46]]	activator
